date,All sectors; corporate and foreign bonds; liability,Nonfinancial corporate business; corporate bonds; liability,Domestic financial sectors; corporate and foreign bonds; liability,U.S.-chartered depository institutions; corporate and foreign bonds; liability,Issuers of asset-backed securities; corporate and foreign bonds; liability,Finance companies; corporate and foreign bonds; liability,Real estate investment trusts; corporate and foreign bonds; liability,Security brokers and dealers; corporate and foreign bonds; liability,Holding companies; corporate and foreign bonds; liability,Other financial business; corporate and foreign bonds where the proceeds are down-streamed to broker-dealer subsidiaries by investment banks that are holding-company parents; liability,Rest of the world; bonds; liability,All sectors; corporate and foreign bonds; asset,Households and nonprofit organizations; corporate and foreign bonds; asset,Federal government; corporate bonds issued by commercial banking under TARP; asset,State and local governments; corporate and foreign bonds; asset,U.S.-chartered depository institutions, including IBFs; corporate and foreign bonds; asset,U.S.-chartered depository institutions; private MBS and CMOs; asset,U.S.-chartered depository institutions, including IBFs; corporate and foreign bonds, excluding private MBS and CMOs; asset,Foreign banking offices in the U.S., including IBFs; corporate and foreign bonds; asset,Banks in U.S.-affiliated areas; corporate and foreign bonds; asset,Credit unions; corporate and foreign bonds; asset,Credit unions; mortgage-backed securities and other asset-backed bonds; asset,Credit unions; corporate and foreign bonds, excluding mortgage-backed securities and other asset-backed bonds; asset,Property-casualty insurance companies; corporate and foreign bonds, including those held by U.S. residual market reinsurers; asset,Property-casualty insurance companies; mortgage-backed securities and other asset-backed bonds, including those held by U.S. residual market reinsurers; asset,Property-casualty insurance companies; corporate and foreign bonds, excluding mortgage-backed securities and other asset-backed bonds; asset,Life insurance companies; corporate and foreign bonds; asset,Life insurance companies, general accounts; mortgage-backed securities and other asset-backed bonds, including those held by U.S. captive reinsurers; asset,Life insurance companies; corporate and foreign bonds, excluding mortgage-backed securities and other asset-backed bonds; asset,Private pension funds; corporate and foreign bonds; asset,Federal government retirement funds; corporate and foreign bonds; asset,State and local government employee defined benefit retirement funds; corporate and foreign bonds; asset,Money market funds; corporate and foreign bonds; asset,Mutual funds; corporate and foreign bonds; asset (market value),Closed-end funds; corporate and foreign bonds; asset,Exchange-traded funds; corporate and foreign bonds; asset,Government-sponsored enterprises; corporate and foreign bonds; asset,Government-sponsored enterprises; mortgage-backed securities and other asset-backed bonds; asset,Government-sponsored enterprises; corporate and foreign bonds, excluding mortgage-backed securities and other asset-backed bonds; asset,Finance companies; corporate and foreign bonds; asset,Real estate investment trusts; corporate and foreign bonds; asset,Security brokers and dealers; corporate and foreign bonds (net); asset,Holding companies; corporate and foreign bonds; asset,Other financial business; corporate and foreign bonds, including financial stabilization programs; asset,Rest of the world; corporate bonds; asset,Rest of the world; U.S. mortgage-backed securities and other U.S. asset-backed bonds; asset,Rest of the world: U.S. corporate bonds, excluding mortgage-backed securities and other asset-backed bonds; asset,Instrument discrepancies; corporate and foreign bonds (level)
2012:Q2,10369994,3680901,4554135,316437,1836654,1005901,168067,102140,1124936,0,2134958,10919959,1673084,756,172762,519197,153694,365503,229712,4106,7035,6732,303,399184,78483,320701,2257675,439963,1817712,534786,11451,459591,64833,1348018,59998,142655,172138,171689,449,86899,32182,113268,72094,88996,2469539,404380,2065159,-549965
2012:Q3,10741780,3783621,4658287,308764,1778147,1003413,172141,85832,1309990,0,2299872,11445756,1838069,659,177712,539936,156541,383395,240938,4612,6634,6451,183,402782,78919,323863,2308749,440734,1868015,561107,11988,472458,75707,1450363,64309,157188,172415,171972,443,85315,35270,122924,75682,77812,2563127,402588,2160539,-703976
2012:Q4,10772047,3897060,4508287,301912,1681485,955305,179369,90164,1300052,0,2366700,11476392,1666632,632,173329,553345,155488,397857,231950,5164,6651,6584,67,410475,79862,330613,2341970,441526,1900444,582422,12622,480180,87982,1524676,66153,165106,168989,168552,437,78701,36531,130252,70708,64367,2617555,404096,2213459,-704345
2013:Q1,10804352,3941302,4470640,292801,1663772,950325,181928,89105,1292709,0,2392410,11405801,1520062,588,179415,550881,152956,397925,213437,5558,7809,7633,176,416841,81669,335172,2336980,442769,1894211,591147,12151,473549,81578,1574885,71842,171521,169707,169244,463,74999,39787,141921,69028,66801,2635314,406832,2228482,-601449
2013:Q2,10639293,3997291,4348870,254102,1464818,946607,317790,103067,1262486,0,2293132,10966434,1241330,568,177543,548238,149563,398675,202883,5512,8542,8312,230,422680,83483,339197,2327666,443936,1883730,588416,11312,476714,92951,1492194,74328,168445,159940,159485,455,70078,34901,129810,69153,73668,2589562,403332,2186230,-327141
2013:Q3,10737153,4108728,4277355,229015,1418083,952666,327413,96121,1254057,0,2351070,11023416,1181711,555,177832,562090,152431,409659,206669,5590,8579,8398,181,428873,85432,343441,2309304,445299,1864005,600653,11019,485394,88892,1536401,75115,174877,130862,130399,463,69971,35151,128929,68707,72577,2663665,400222,2263443,-286263
2013:Q4,10860895,4153094,4324022,227562,1362928,959518,355463,112398,1306153,0,2383779,11051897,1127650,550,183320,563957,150985,412972,200883,5752,8863,8657,206,438381,88239,350142,2298910,446454,1852456,608447,11643,507357,71421,1580317,75857,178934,127974,120728,7246,67939,35099,125848,30144,69706,2732945,396598,2336347,-191002
2014:Q1,10967182,4217347,4304743,221877,1317872,940613,385353,122725,1316303,0,2445092,11257537,1148292,548,184617,546045,145143,400902,201972,6360,9522,9303,219,441783,90594,351189,2340103,451992,1888111,632828,11088,519251,58986,1630359,76418,189684,123280,116121,7159,71832,34541,123295,28168,81806,2796759,395407,2401352,-290355
2014:Q2,11193517,4291063,4304948,220540,1308719,950067,396620,113379,1315623,0,2597506,11582144,1219155,529,181329,548425,147359,401066,201054,6218,9562,9368,194,445296,93015,352281,2389150,457918,1931232,655464,11443,545327,45637,1712853,77560,199679,113332,106373,6959,72451,33476,128966,27900,77007,2880331,396049,2484282,-388627
2014:Q3,11239454,4340523,4321592,209869,1321873,950838,401322,123900,1313790,0,2577339,11570798,1200577,529,174743,525595,141813,383782,196138,5655,8802,8716,86,452427,95456,356971,2422929,463698,1959231,670628,11229,551533,57914,1705142,75644,201010,106608,99835,6773,69928,33092,124446,32037,75887,2868305,392157,2476148,-331344
2014:Q4,11363218,4436975,4333979,208211,1318681,962551,403271,123878,1317387,0,2592264,11693275,1195833,529,179560,525477,141144,384333,193148,5288,9883,9699,184,462684,98998,363686,2443775,469196,1974579,693577,11884,551233,65298,1718133,73339,214511,100613,94058,6555,73938,34227,105549,32347,74414,2928035,400997,2527038,-330057
2015:Q1,11427451,4544814,4304623,204407,1313419,965295,403532,107412,1310558,0,2578014,11772110,1089745,529,184526,525770,138820,386950,190853,5368,11146,10952,194,457413,98842,358571,2428368,465046,1963322,698600,12086,579039,56169,1770029,75783,231363,90554,84230,6324,68839,38922,109724,27387,77891,3042006,405130,2636876,-344659
2015:Q2,11539763,4706070,4306704,199799,1307256,938594,401308,135794,1323953,0,2526989,11657746,937006,509,182740,518836,135506,383330,176007,5281,10852,10606,246,456794,98652,358142,2423007,460905,1962102,691572,11820,561183,71316,1789258,74768,227525,82038,75945,6093,71818,39317,106517,30687,72660,3116235,412216,2704019,-117983
2015:Q3,11510132,4790083,4281730,196487,1262914,944500,398280,135387,1344162,0,2438319,11563192,951949,492,179462,505042,130637,374405,187354,5164,10660,10483,177,453707,98459,355248,2424706,456803,1967903,698141,12015,563979,47037,1733963,70219,230961,73917,68082,5835,70468,39282,87820,30422,77102,3109330,401661,2707669,-53060
2015:Q4,11317412,4836709,4056617,198731,1237599,886572,395508,131297,1206910,0,2424086,11152946,638804,492,186605,506876,126001,380875,172501,5562,10781,10628,153,451801,98294,353507,2425027,453221,1971806,691202,12575,557958,56039,1697362,66991,241591,67846,62237,5609,62654,39164,84840,19891,73036,3083348,383277,2700071,164466
2016:Q1,11488168,4967229,4063907,208120,1207647,870164,416218,119463,1242295,0,2457032,11570412,652886,492,187686,512955,121175,391780,184322,5836,11443,11252,191,468269,100129,368140,2539455,457656,2081799,718966,12899,585223,91665,1729146,66654,267237,59983,54620,5363,64021,38863,54329,19358,80919,3217805,367738,2850067,-82244
2016:Q2,11572829,5046011,4018127,213925,1166233,847329,420184,111009,1259447,0,2508691,11850178,566287,492,188899,515794,117656,398138,198639,6261,11726,11538,188,482503,100931,381572,2652975,462144,2190831,739987,13321,564432,37054,1794986,68385,281822,54382,49233,5149,76754,40047,64487,21051,74257,3395637,355899,3039738,-277349
2016:Q3,11813964,5125173,4106055,199765,1128864,830577,420772,125639,1400438,0,2582736,12122862,623916,492,194008,524034,107349,416685,174702,6306,11565,11376,189,489553,101162,388391,2691401,466668,2224733,745557,13754,548427,15107,1859681,71429,304092,49172,44159,5013,80229,40032,67673,22084,71591,3518057,360904,3157153,-308898
2016:Q4,11659997,5109003,4019919,182747,1102287,814889,417332,129141,1373523,0,2531075,11560667,410274,492,195910,506434,100355,406079,157930,6697,11483,11313,170,470342,100593,369749,2585095,472272,2112823,720330,13464,514920,8471,1824467,71407,303233,43986,39114,4872,73130,40187,79639,22080,68982,3431714,364106,3067608,99330
2017:Q1,11827965,5219968,3976480,175339,1070256,790977,422241,129718,1387949,0,2631517,11754767,380437,492,199400,526816,97865,428951,152732,6845,11666,11418,248,465448,101488,363960,2625934,474303,2151631,740124,13609,512910,10521,1891592,73590,329949,38216,33388,4828,70124,41468,84213,17119,73837,3487725,366247,3121478,73198
2017:Q2,12052339,5293124,4035150,172721,1060300,779572,421275,165819,1435463,0,2724065,12083135,348577,492,199477,507774,93669,414105,152989,6906,11356,11163,193,470628,102473,368155,2667642,477416,2190226,767286,13879,506536,12559,1927064,74758,358474,34913,30195,4718,67969,41447,79937,33331,74588,3724553,371092,3353461,-30796
2017:Q3,12228181,5361906,4068209,172010,1055322,785582,424459,175522,1455314,0,2798066,12290099,362758,492,201103,506223,88729,417494,154210,6859,10752,10532,220,474208,103383,370825,2706479,480809,2225670,786245,13969,510328,17326,1965032,74962,381725,30011,25402,4609,64359,41793,70676,14218,73346,3823025,371270,3451755,-61918
2017:Q4,12412546,5394151,4036423,147710,1056898,762957,438979,185668,1444211,0,2981972,12429892,335748,492,207185,492953,83005,409948,160178,6992,10683,10402,281,482222,104284,377938,2740467,482016,2258451,803750,14053,498792,15520,2004406,74276,394345,26789,22282,4507,63783,42301,84200,16390,72618,3881749,369588,3512161,-17346
2018:Q1,12514305,5464154,4021688,158244,1049003,766029,440712,175594,1432106,0,3028463,12279332,339798,492,203524,485575,79373,406202,152230,6744,10894,10579,315,477566,104631,372935,2688217,476440,2211777,789600,13541,502377,12909,2037834,73406,393799,25594,21187,4407,62668,45504,80039,16619,72551,3787851,364031,3423820,234973
2018:Q2,12485400,5465717,4015563,161242,1048418,785568,439203,167352,1413780,0,3004120,12100173,337009,492,208845,478193,78255,399938,149277,57,10630,10264,366,491332,109296,382036,2662811,478039,2184772,785996,13359,462092,12256,2033290,73159,405430,23436,19141,4295,59971,47637,84330,17021,71912,3671638,363390,3308248,385227
2018:Q3,12601489,5529203,4048923,166210,1039250,813588,448106,175898,1405871,0,3023363,12223782,303543,492,212474,489353,75376,413977,147265,65,9886,9563,323,514780,116127,398653,2684924,488758,2196166,797978,13423,467262,12536,2072811,74428,418812,22446,18274,4172,61355,52420,87000,16941,72720,3690868,357428,3333440,377707
2018:Q4,12660726,5559140,4063850,159961,1039523,814557,470028,184003,1395778,0,3037736,12030324,350520,492,208639,451631,77095,374536,149685,65,10402,9949,453,534031,122760,411271,2717512,498797,2218715,801520,13224,409802,12763,1987465,69175,413621,19522,15466,4056,55263,50809,79164,19890,70728,3604401,351187,3253214,630402
2019:Q1,12813261,5648129,4094981,153985,1047028,794504,482933,181488,1435043,0,3070151,12527676,187109,492,205712,498399,79721,418678,143269,71,11681,11202,479,559710,129215,430495,2880938,523487,2357451,830975,14085,535398,11465,2062955,73273,453431,19034,15087,3947,54065,49235,78602,21405,72256,3764116,344216,3419900,285585
2019:Q2,13074687,5725163,4155621,151322,1047624,779492,502460,205929,1468794,0,3193903,13076907,392514,492,207961,496393,82229,414164,150394,4743,11953,11503,450,582865,135090,447775,3035494,546020,2489474,855143,14839,483719,14287,2155139,74746,480497,18230,14386,3844,53105,49537,69203,26030,73124,3826499,339722,3486777,-2220
2019:Q3,13253632,5816955,4187235,141024,1086764,790232,521353,183785,1464077,0,3249442,13430024,403115,492,210765,502003,84282,417721,150023,8049,12315,11826,489,600985,139808,461177,3152841,561370,2591471,868219,15511,470194,19355,2212323,74285,507840,17435,13705,3730,56737,48915,83811,28740,74009,3912062,337445,3574617,-176392
2019:Q4,13333733,5815713,4170426,141310,1104242,771842,539315,173916,1439801,0,3347594,13614528,506897,492,211915,499493,84746,414747,134674,7844,12597,12142,455,594801,138811,455990,3175515,561290,2614225,866538,15587,446355,22497,2247058,75109,533388,16496,12876,3620,59980,52182,72033,27856,70901,3964320,338825,3625495,-280795
2020:Q1,13461875,5998461,4422437,152935,1152420,797629,529871,256907,1532675,0,3040977,13204603,717345,492,208948,453146,87519,365627,164351,10928,14603,14078,525,577359,134751,442608,3080740,541866,2538874,814159,13655,452208,17694,2086459,59490,508374,14497,11145,3352,58813,35804,70469,26945,76753,3741371,322199,3419172,257272
2020:Q2,14158563,6433686,4437501,157754,1134590,798193,565366,179726,1601872,0,3287376,14734459,790840,492,233594,498095,91835,406260,157654,10914,15487,14948,539,636337,148526,487811,3383237,595637,2787600,887311,15578,517646,14854,2394803,67598,603361,14938,11557,3381,68150,31832,76357,31995,78887,4204499,329820,3874679,-575896
2020:Q3,14233146,6492671,4372160,161908,1132669,773973,572850,165438,1565322,0,3368315,14856251,565754,492,222002,538971,90110,448861,154343,10904,15984,15387,597,646790,150977,495813,3457249,606453,2850796,876054,16463,507967,17536,2516434,70303,655618,14337,10992,3345,69905,28169,91270,25734,78381,4275591,345194,3930397,-623105
2020:Q4,14453569,6490923,4416357,171765,1135246,773372,579882,183886,1572206,0,3546289,15386278,651276,492,223929,510965,88742,422223,152984,12468,16245,15693,552,660650,154179,506471,3556215,625284,2930931,889374,17274,529349,13490,2611422,77818,708227,13533,10245,3288,73559,28240,82729,26963,83256,4445820,374337,4071483,-932709
2021:Q1,14522269,6604261,4390421,177423,1144310,753484,586341,196343,1532520,0,3527587,14856626,427167,492,202033,631604,92568,539036,146309,11757,18513,17853,660,637886,148620,489266,3384999,596623,2788376,832564,16471,531796,13314,2623682,80270,715928,13033,9783,3250,69685,26244,70573,30546,83862,4287898,392620,3895278,-334357
2021:Q2,14749755,6622345,4533597,177184,1171324,758120,611247,204512,1611210,0,3593813,15336477,356857,492,200735,664440,97833,566607,146966,9650,17801,17103,698,669904,155819,514085,3485794,614718,2871076,849831,16748,568042,12567,2694361,83245,766428,12691,9537,3154,77579,28954,70462,28471,96800,4477659,390292,4087367,-586722
2021:Q3,15015764,6690997,4542151,154438,1231492,722733,614424,214638,1604426,0,3782616,15484696,504665,492,201630,687663,107207,580456,144642,11669,18569,17810,759,674587,156710,517877,3517950,618062,2899888,841099,16546,535603,9776,2717702,85874,789528,12527,9448,3079,83792,31013,69353,28112,96173,4405731,385852,4019879,-468932
2021:Q4,15173035,6652249,4651911,150154,1281795,732591,633234,224638,1629499,0,3868875,15539504,457975,492,200253,710543,118805,591738,145604,11276,18067,17282,785,686190,159103,527087,3513771,620097,2893674,835849,16517,541241,7161,2779370,85265,798280,12296,9318,2978,98583,30080,65218,29174,109840,4386459,387349,3999110,-366469
