date,Federal government; Treasury securities; liability,Federal government; marketable Treasury securities; liability,Federal government; Treasury bills; liability,Federal government; other marketable Treasury securities; liability,Federal government; long-term marketable Treasury securities issued to the Civil Service Retirement Fund through the Federal Financing Bank; liability,Federal government; nonmarketable Treasury securities; liability,Federal government; U.S. savings securities; liability,State and local governments; State and local government series securities (SLGS); asset,Federal government defined contribution retirement funds; Treasury securities held by Thrift Savings Plan G Fund; asset,Federal government defined benefit retirement funds; nonmarketable Treasury securities; asset,Other financial business; nonmarketable Treasury securities held by Federal Reserve credit facility LLCs; asset,Federal government; other nonmarketable Treasury securities; liability,All sectors; Treasury securities; asset,Households and nonprofit organizations; Treasury securities; asset,Federal government; U.S. savings securities; liability,Households and nonprofit organizations; Treasury securities, excluding U.S. savings securities; asset,Nonfinancial corporate business; Treasury securities; asset,Nonfinancial noncorporate business; total U.S. government securities; asset,State and local governments; Treasury securities, including SLGS; asset,State and local governments; State and local government series securities (SLGS); asset,State and local governments; Treasury securities, excluding SLGS; asset,Monetary authority; total Treasury securities; asset,Monetary authority; Treasury bills; asset,Monetary authority; other Treasury securities, excluding Treasury bills; asset,U.S.-chartered depository institutions; Treasury securities; asset,Foreign banking offices in the U.S.; Treasury securities; asset,Banks in U.S.-affiliated areas; Treasury securities; asset,Credit unions; Treasury securities; asset,Property-casualty insurance companies; Treasury securities, including those held by U.S. residual market reinsurers; asset,Property-casualty insurance companies; Treasury bills, including those held by U.S. residual market reinsurers; asset,Property-casualty insurance companies; other Treasury securities, including those held by U.S. residual market reinsurers, excluding Treasury bills; asset,Life insurance companies; Treasury securities; asset,Life insurance companies; Treasury bills, including those held by U.S. captive reinsurers; asset,Life insurance companies; other Treasury securities, including those held by U.S. captive reinsurers, excluding Treasury bills; asset,Private pension funds; Treasury securities; asset,Private defined benefit pension funds; Treasury securities; asset,Private defined contribution pension funds; Treasury securities; asset,Federal government retirement funds; Treasury securities; asset,Federal government defined benefit retirement funds; Treasury securities; asset,Federal government defined contribution retirement funds; Treasury securities held by Thrift Savings Plan; asset,State and local government employee defined benefit retirement funds; Treasury securities; asset,Money market funds; Treasury securities; asset,Money market funds; Treasury bills; asset,Money market funds; Other Treasury securities, excluding Treasury bills; asset,Mutual funds; Treasury securities; asset (market value),Mutual funds; Treasury bills; asset,Mutual funds; other Treasury securities, excluding Treasury bills (includes all Treasury securities before 2010:Q4); asset,Closed-end funds; Treasury securities; asset,Exchange-traded funds; Treasury securities; asset,Government-sponsored enterprises; Treasury securities; asset,Issuers of asset-backed securities; Treasury securities; asset,Security brokers and dealers; Treasury securities (net); asset,Holding companies; Treasury securities; asset,Other financial business; Treasury securities; asset,Rest of the world; Treasury securities; asset,Rest of the world; Treasury bills and certificates; asset,Rest of the world; other Treasury securities, excluding Treasury bills and certificates; asset,Instrument discrepancies; Treasury securities (level)
2016:Q4,15983832,13880222,1815667,12051531,13024,2103610,165853,109779,222304,1567575,0,38099,15924918,990321,165853,824468,41185,62970,717329,109779,607550,2640706,0,2640706,528382,94049,3052,28610,114900,32303,82597,219339,13411,205928,304124,179540,124584,1814435,1582608,231827,218760,850977,450659,400318,904100,58628,845472,3620,92727,109842,20462,103427,9033,49771,6002797,668867,5333930,58914
2017:Q1,15873759,13923005,1754818,12155163,13024,1950754,164286,106229,116621,1525362,0,38256,15817172,967744,164286,803458,38683,64482,724599,106229,618370,2643568,0,2643568,525187,88429,3813,28221,119869,36657,83212,222687,14034,208653,316008,188345,127663,1666623,1540426,126197,239543,786773,417465,369308,924723,57251,867472,3661,102107,105835,15903,115591,11727,26062,6075334,669184,5406150,56587
2017:Q2,15798309,13965794,1715829,12238508,11457,1832515,162895,91463,84332,1455300,0,38525,15790026,999879,162895,836984,42263,65994,710075,91463,618612,2657025,0,2657025,478352,91364,4159,28159,127018,41491,85527,225829,13875,211954,329745,198255,131490,1562886,1468829,94057,262833,662297,351494,310803,979828,58364,921464,3677,107718,102384,12065,139496,18435,26639,6151906,673004,5478902,8283
2017:Q3,16230738,14156063,1799570,12345036,11457,2074675,161705,80359,217930,1576923,0,37758,16210467,923149,161705,761444,42195,67507,704010,80359,623651,2651193,0,2651193,480546,84293,3770,28027,136316,48620,87696,228022,14064,213958,340841,206588,134253,1818346,1590372,227974,266534,695020,415269,279751,1040876,66372,974504,3697,116753,96869,11474,128816,13819,26455,6301939,682136,5619803,20271
2017:Q4,16430866,14434589,1952521,12470611,11457,1996277,160476,92447,68745,1637623,0,36986,16364571,1021130,160476,860654,71295,69019,734961,92447,642514,2633008,0,2633008,484410,97401,4953,29256,149607,58782,90825,228283,13023,215260,350889,214283,136606,1730323,1651105,79218,289412,756197,504476,251721,1090830,86131,1004699,3735,119331,100332,12290,120651,20632,35347,6211279,703141,5508138,66295
2018:Q1,17045955,14894690,2284417,12598816,11457,2151265,159040,84595,226500,1644207,0,36923,16838221,1225175,159040,1066135,67136,69311,715754,84595,631159,2555722,0,2555722,479962,97045,6121,29610,140209,49954,90255,226721,11121,215600,351012,213921,137091,1894302,1657651,236651,300086,951188,701981,249207,1093359,95591,997768,3650,128474,110351,13631,97496,25024,33448,6223434,717150,5506284,207734
2018:Q2,17090685,14933718,2157412,12765967,10339,2156967,157866,79115,236904,1645828,0,37254,16846042,1310842,157866,1152976,60598,69604,726775,79115,647660,2495040,0,2495040,487754,107764,6577,30050,134635,43632,91003,225583,9823,215760,355964,216510,139454,1905171,1658147,247024,307321,788105,532478,255627,1111114,94980,1016134,3634,145017,120827,14669,144782,30930,38271,6225015,750747,5474268,244643
2018:Q3,17417799,15227623,2239473,12977811,10339,2190176,156809,71753,245480,1679099,0,37035,17067734,1524780,156809,1367971,52529,69896,730667,71753,658914,2395142,100,2395042,496399,113414,9471,30202,135415,43114,92301,225885,9704,216181,358044,217354,140690,1946725,1691174,255551,301734,826306,566962,259344,1127290,98967,1028323,3608,150190,124828,18638,126117,32541,42017,6225896,715577,5510319,350065
2018:Q4,17842086,15566216,2339374,13216503,10339,2275870,155795,66197,253356,1763875,0,36647,17617260,1561088,155795,1405293,54404,70188,713220,66197,647023,2337994,0,2337994,569784,125581,10243,31070,156818,46186,110632,203685,8720,194965,371912,225359,146553,2039557,1775796,263761,367854,945064,641047,304017,1146356,93214,1053142,3471,175824,120042,20423,250360,32993,39199,6270130,746676,5523454,224826
2019:Q1,17906265,15888708,2479407,13398962,10339,2017557,154533,61975,40089,1723530,0,37430,17833906,1674149,154533,1519616,62347,71109,752674,61975,690699,2330158,0,2330158,563840,128036,11299,33835,157397,49462,107935,203628,9286,194342,390904,237652,153252,1786516,1735529,50987,357618,1010338,686625,323713,1175247,60597,1114650,3593,189992,128778,24301,235074,32485,36589,6473999,765441,5708558,72359
2019:Q2,17814288,15884286,2250354,13625123,8809,1930002,153407,47865,43539,1647913,0,37278,17971481,1757202,153407,1603795,56379,71954,751405,47865,703540,2315006,5,2315001,592153,129624,14426,34243,156954,44466,112488,206437,10013,196424,413608,252214,161394,1713518,1658412,55106,381967,829281,515174,314107,1204069,55243,1148826,3650,210993,144310,26530,255855,37746,38311,6625860,707819,5918041,-157193
2019:Q3,18571681,16303690,2376370,13918511,8809,2267991,152355,53809,243357,1781536,0,36934,18908036,1636213,152355,1483858,56134,73109,766827,53809,713018,2366457,5958,2360499,674495,132339,14042,34938,152181,36867,115314,214281,9919,204362,434030,265402,168628,2047455,1791905,255550,343486,1048004,686757,361247,1268218,56057,1212161,3503,222551,159283,29094,216092,53560,38259,6923485,763188,6160297,-336355
2019:Q4,19018687,16628907,2416417,14203681,8809,2389780,151347,77752,250764,1877231,0,32686,19339298,1668889,151347,1517542,63629,74113,793144,77752,715392,2540730,168479,2372251,704089,121077,16604,37545,153395,37367,116028,215309,9336,205973,440034,269786,170248,2151257,1887655,263602,329266,1122598,675812,446786,1310902,45302,1265600,3171,227228,175753,33034,214060,55810,43455,6844206,716057,6128149,-320611
2020:Q1,19518424,17115829,2657089,14449931,8809,2402595,150008,84402,267435,1866961,0,33789,20608154,1295827,150008,1145819,92200,76454,862144,84402,777742,3757408,325925,3431483,724397,116448,14679,38741,163110,46887,116223,233153,15141,218012,505543,295810,209733,2157775,1877103,280672,325278,1358143,844841,513302,1114123,39757,1074366,2672,257928,194456,32025,232704,53359,50109,6949478,729509,6219969,-1089730
2020:Q2,22370663,19867035,5078833,14780940,7262,2503628,149721,89242,278151,1857793,95634,33087,23433592,1073474,149721,923753,112918,79429,1034846,89242,945604,4807860,325926,4481934,926651,117089,17602,42165,167362,62943,104419,235214,14357,220857,521841,298667,223174,2158652,1866492,292160,284653,2564674,2142901,421773,1206828,44609,1162219,2848,264677,257003,30568,268354,54426,157900,7046558,1040649,6005909,-1062929
2020:Q3,22900428,20340181,5028127,15304792,7262,2560247,148579,106607,287095,1894245,95653,28068,23912220,1149562,148579,1000983,96249,80387,1059688,106607,953081,5055969,325972,4729997,1019718,108981,15115,43372,170734,69591,101143,242576,19097,223479,539876,301478,238398,2204507,1902657,301850,309889,2493606,2120562,373044,1253671,44290,1209381,2937,269349,279059,29531,213382,53940,150918,7069204,1017297,6051907,-1011792
2020:Q4,23600853,20946158,4963056,15975840,7262,2654695,147031,115786,292725,1980799,95668,22686,24648879,1518313,147031,1371282,75178,80206,1111901,115786,996115,5254556,325974,4928582,1044445,99845,13798,45509,157487,51856,105631,240700,15613,225087,549984,301852,248132,2297449,1989276,308173,346770,2465928,2075254,390674,1293634,45711,1247923,2965,270109,259236,30315,215152,61639,142997,7070763,1027314,6043449,-1048026
2021:Q1,23942982,21347365,4667846,16672257,7262,2595617,145694,121684,292264,1974579,42572,18824,24338576,1279167,145694,1133473,64102,77391,1112124,121684,990440,5273242,326023,4947219,1111331,86238,15334,50808,162718,53733,108985,225410,13546,211864,527292,288274,239018,2289673,1983099,306574,344494,2583204,2098804,484400,1299672,42953,1256719,2956,274031,224867,28571,95497,84231,97788,7028435,966499,6061936,-395594
2021:Q2,24301533,21699043,4273670,17419320,6053,2602490,144595,122755,295014,1987580,34068,18478,24871815,796347,144595,651752,59542,77651,1326223,122755,1203468,5596511,326006,5270505,1195743,83821,15521,51334,182852,59729,123123,233381,13816,219565,551611,297618,253993,2304265,1994923,309342,393166,2288119,1784049,504070,1405485,40152,1365333,3079,292577,210861,27427,113029,86511,79537,7497222,925254,6571968,-570282
2021:Q3,24249910,21846135,3712952,18127130,6053,2403775,143565,127047,116063,1976340,22278,18482,24759663,941401,143565,797836,66943,76791,1398168,127047,1271121,5831294,326008,5505286,1297611,85544,18351,55024,180361,52933,127428,237348,14844,222504,563809,300525,263284,2113872,1983692,130180,418488,1694672,1130657,564015,1444409,35976,1408433,3085,305005,205097,28736,93490,83823,67270,7549071,927448,6621623,-509753
2021:Q4,25284697,22557536,3767964,18783519,6053,2727161,146104,109703,285689,2148961,18089,18615,25744729,779645,146104,633541,71202,78210,1451389,109703,1341686,6032133,325844,5706289,1472300,86907,19602,67523,175636,52087,123549,236842,18046,218796,574005,304409,269596,2456023,2156355,299668,450215,1814671,1197085,617586,1466798,34322,1432476,3081,330670,189205,31856,83019,92601,63583,7717613,986476,6731137,-460032
